qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,Target
3968,118,4,4,8,8,1:22.404,,,1
3969,118,35,16,16,9,1:22.591,,,1
3970,118,42,19,15,10,1:22.634,,,1
3971,118,17,19,14,11,1:22.647,,,0
3972,118,14,1,5,12,1:22.811,,,0
3973,118,44,7,20,13,1:23.042,,,0
3974,118,49,15,10,14,1:23.187,,,0
3975,118,21,17,11,15,1:23.574,,,0
3976,118,2,15,9,16,1:23.844,,,0
3977,118,52,17,12,17,1:24.385,,,0
3978,118,51,18,18,18,1:25.468,,,0
3979,118,50,18,19,19,1:25.759,,,0
3980,118,18,16,17,20,,,,0
3981,119,31,3,3,1,1:15.167,,,1
3982,119,23,3,4,2,1:15.185,,,1
3983,119,22,6,2,3,1:15.488,,,1
3984,119,15,4,7,4,1:15.679,,,1
3985,119,8,1,6,5,1:15.874,,,1
3986,119,30,6,1,6,1:15.898,,,1
3987,119,44,7,20,7,1:16.034,,,1
3988,119,4,4,8,8,1:16.483,,,1
3989,119,43,7,21,9,1:16.550,,,1
3990,119,14,1,5,10,1:16.666,,,1
3991,119,17,19,14,11,1:16.775,,,0
3992,119,21,17,11,12,1:16.831,,,0
3993,119,35,16,16,13,1:17.090,,,0
3994,119,49,15,10,14,1:17.169,,,0
3995,119,2,15,9,15,1:17.557,,,0
3996,119,51,19,15,16,1:18.021,,,0
3997,119,18,16,17,17,1:18.085,,,0
3998,119,52,17,12,18,1:18.341,,,0
3999,119,50,18,19,19,1:19.023,,,0
4000,119,53,18,18,20,1:19.174,,,0
4001,120,4,4,8,1,1:21.688,,,1
4002,120,23,3,4,2,1:21.944,,,1
4003,120,17,19,14,3,1:22.027,,,1
4004,120,31,3,3,4,1:22.180,,,1
4005,120,22,6,2,5,1:22.180,,,1
4006,120,15,4,7,6,1:22.610,,,1
4007,120,8,1,6,7,1:22.742,,,1
4008,120,30,6,1,8,1:22.755,,,1
4009,120,14,1,5,9,1:23.060,,,1
4010,120,44,7,20,10,1:23.369,,,1
4011,120,2,15,9,11,1:23.621,,,0
4012,120,51,19,15,12,1:23.660,,,0
4013,120,21,17,11,13,1:23.726,,,0
4014,120,18,16,17,14,1:23.847,,,0
4015,120,43,7,21,15,1:23.982,,,0
4016,120,35,16,16,16,1:24.100,,,0
4017,120,49,15,10,17,1:24.569,,,0
4018,120,50,18,19,18,1:26.423,,,0
4019,120,47,17,12,19,1:26.678,,,0
4020,120,53,18,18,20,1:28.907,,,0
4021,121,30,6,1,1,1:20.963,,,1
4022,121,31,3,3,2,1:21.014,,,1
4023,121,22,6,2,3,1:21.242,,,1
4024,121,8,1,6,4,1:21.466,,,1
4025,121,48,3,4,5,1:21.834,,,1
4026,121,15,4,7,6,1:21.944,,,1
4027,121,18,16,17,7,1:22.301,,,1
4028,121,14,1,5,8,1:22.471,,,1
4029,121,44,7,20,9,1:22.488,,,1
4030,121,35,16,16,10,1:22.717,,,1
4031,121,17,19,14,11,1:22.754,,,0
4032,121,43,7,21,12,1:22.914,,,0
4033,121,21,17,11,13,1:22.992,,,0
4034,121,49,15,10,14,1:23.216,,,0
4035,121,51,19,15,15,1:23.484,,,0
4036,121,2,15,9,16,1:23.803,,,0
4037,121,50,18,19,17,1:25.078,,,0
4038,121,47,17,12,18,1:25.881,,,0
4039,121,53,18,18,19,1:26.778,,,0
4040,121,4,4,8,20,1:40.405,,,0
4041,122,8,1,6,1,1:11.670,,,1
4042,122,22,6,2,2,1:11.794,,,1
4043,122,44,7,20,3,1:11.920,,,1
4044,122,31,3,3,4,1:11.948,,,1
4045,122,23,3,4,5,1:12.078,,,1
4046,122,4,4,8,6,1:12.087,,,1
4047,122,30,6,1,7,1:12.194,,,1
4048,122,14,1,5,8,1:12.297,,,1
4049,122,43,7,21,9,1:12.326,,,1
4050,122,15,4,7,10,1:12.566,,,1
4051,122,18,16,17,11,1:12.695,,,0
4052,122,35,16,16,12,1:13.050,,,0
4053,122,2,15,9,13,1:13.083,,,0
4054,122,17,19,14,14,1:13.269,,,0
4055,122,49,15,10,15,1:13.447,,,0
4056,122,51,19,15,16,1:13.585,,,0
4057,122,21,17,11,17,1:13.798,,,0
4058,122,52,17,12,18,1:14.027,,,0
4059,122,50,18,19,19,1:15.360,,,0
4060,122,53,18,18,20,1:15.644,,,0
4061,123,22,6,2,1,1:31.713,,,1
4062,123,31,3,3,2,1:32.412,,,1
4063,123,43,7,21,3,1:32.419,,,1
4064,123,44,7,20,4,1:32.862,,,1
4065,123,4,4,8,5,1:33.044,,,1
4066,123,17,19,14,6,1:33.106,,,1
4067,123,14,1,5,7,1:33.137,,,1
4068,123,8,1,6,8,1:33.272,,,1
4069,123,18,16,17,9,1:33.474,,,1
4070,123,51,19,15,10,1:33.558,,,1
4071,123,2,15,9,11,1:33.632,,,0
4072,123,49,15,10,12,1:33.896,,,0
4073,123,11,16,16,13,1:33.924,,,0
4074,123,30,6,1,14,1:34.302,,,0
4075,123,52,17,12,15,1:34.771,,,0
4076,123,21,17,11,16,1:34.912,,,0
4077,123,50,18,19,17,1:34.975,,,0
4078,123,53,18,18,18,1:37.226,,,0
4079,123,23,3,4,19,,,,0
4080,123,15,4,7,20,,,,0
4081,90,30,6,1,1,1:24.408,,,1
4082,90,22,6,2,2,1:24.482,,,1
4083,90,31,3,3,3,1:24.998,,,1
4084,90,18,16,9,4,1:24.998,,,1
4085,90,4,4,8,5,1:25.699,,,1
4086,90,17,19,14,6,1:25.805,,,1
4087,90,11,16,10,7,1:25.851,,,1
4088,90,23,3,4,8,1:25.925,,,1
4089,90,15,4,7,9,1:26.290,,,1
4090,90,8,1,6,10,1:26.297,,,1
4091,90,13,15,12,11,1:27.065,,,0
4092,90,14,1,5,12,1:27.294,,,0
4093,90,43,7,16,13,1:27.823,,,0
4094,90,21,15,11,14,1:27.845,,,0
4095,90,2,17,18,15,1:28.178,,,0
4096,90,45,17,19,16,1:30.140,,,0
4097,90,47,18,21,17,1:30.681,,,0
4098,90,44,7,17,18,,,,0
4099,90,32,19,15,19,,,,0
4100,90,46,18,20,20,,,,0
4101,91,30,6,1,1,1:33.074,,,1
4102,91,17,19,14,2,1:33.715,,,1
4103,91,22,6,2,3,1:33.756,,,1
4104,91,31,3,3,4,1:34.054,,,1
4105,91,8,1,6,5,1:34.164,,,1
4106,91,18,16,9,6,1:34.221,,,1
4107,91,23,3,4,7,1:34.235,,,1
4108,91,15,4,7,8,1:34.413,,,1
4109,91,14,1,5,9,1:34.602,,,1
4110,91,43,7,16,10,1:34.917,,,1
4111,91,13,15,12,11,1:35.039,,,0
4112,91,21,15,11,12,1:35.061,,,0
4113,91,32,19,15,13,1:35.158,,,0
4114,91,44,7,17,14,1:35.617,,,0
4115,91,2,17,18,15,1:36.569,,,0
4116,91,46,18,20,16,1:38.577,,,0
4117,91,47,18,21,17,1:39.272,,,0
4118,91,45,17,19,18,1:39.902,,,0
4119,91,4,4,8,19,,,,0
4120,91,11,16,10,20,,,,0
4121,92,30,6,1,1,1:30.139,,,1
4122,92,22,6,2,2,1:30.530,,,1
4123,92,31,3,3,3,1:30.581,,,1
4124,92,23,3,4,4,1:30.633,,,1
4125,92,11,16,10,5,1:30.827,,,1
4126,92,18,16,9,6,1:30.856,,,1
4127,92,15,4,7,7,1:30.971,,,1
4128,92,44,7,17,8,1:31.686,,,1
4129,92,43,7,16,9,1:31.717,,,1
4130,92,14,1,5,10,1:31.719,,,1
4131,92,21,15,11,11,1:31.731,,,0
4132,92,32,19,15,12,1:32.332,,,0
4133,92,13,15,12,13,1:32.536,,,0
4134,92,17,19,14,14,1:32.625,,,0
4135,92,2,17,18,15,1:33.506,,,0
4136,92,45,17,19,16,1:34.105,,,0
4137,92,4,4,8,17,1:34.130,,,0
4138,92,46,18,20,18,1:34.584,,,0
4139,92,47,18,21,19,1:35.787,,,0
4140,92,8,1,6,20,,,,0
4141,93,18,16,9,1,1:19.753,,,1
4142,93,30,6,1,2,1:20.011,,,1
4143,93,31,3,3,3,1:20.212,,,1
4144,93,22,6,2,4,1:20.451,,,1
4145,93,23,3,4,5,1:20.538,,,1
4146,93,4,4,8,6,1:20.895,,,1
4147,93,11,16,10,7,1:20.913,,,1
4148,93,17,19,14,8,1:20.921,,,1
4149,93,15,4,7,9,1:21.034,,,1
4150,93,43,7,16,10,1:21.087,,,1
4151,93,14,1,5,11,1:21.091,,,0
4152,93,13,15,12,12,1:21.532,,,0
4153,93,44,7,17,13,1:21.558,,,0
4154,93,32,19,15,14,1:21.949,,,0
4155,93,45,17,19,15,1:23.352,,,0
4156,93,2,17,18,16,1:23.488,,,0
4157,93,46,18,20,17,1:26.899,,,0
4158,93,47,18,21,18,1:46.299,,,0
4159,93,21,15,11,19,,,,0
4160,93,8,1,6,20,,,,0
4161,94,30,6,1,1,1:15.022,,,1
4162,94,31,3,3,2,1:15.639,,,1
4163,94,11,16,10,3,1:15.809,,,1
4164,94,15,4,7,4,1:16.144,,,1
4165,94,22,6,2,5,1:16.272,,,1
4166,94,23,3,4,6,1:16.293,,,1
4167,94,44,7,17,7,1:16.313,,,1
4168,94,4,4,8,8,1:16.422,,,1
4169,94,17,19,14,9,1:16.514,,,1
4170,94,14,1,5,10,1:16.636,,,1
4171,94,43,7,16,11,1:17.038,,,0
4172,94,21,15,11,12,1:17.444,,,0
4173,94,8,1,6,13,1:17.445,,,0
4174,94,18,16,9,14,1:17.575,,,0
4175,94,2,17,18,15,1:17.802,,,0
4176,94,32,19,15,16,1:17.812,,,0
4177,94,13,15,12,17,1:17.866,,,0
4178,94,46,18,20,18,1:19.817,,,0
4179,94,45,17,19,19,1:20.607,,,0
4180,94,47,18,21,20,1:21.470,,,0
4181,95,15,4,7,1,1:13.985,,,1
4182,95,23,3,4,2,1:14.345,,,1
4183,95,18,16,9,3,1:14.396,,,1
4184,95,4,4,8,4,1:14.408,,,1
4185,95,30,6,1,5,1:14.516,,,1
4186,95,8,1,6,6,1:14.592,,,1
4187,95,22,6,2,7,1:14.716,,,1
4188,95,11,16,10,8,1:14.827,,,1
4189,95,14,1,5,9,1:14.951,,,1
4190,95,31,3,3,10,1:15.039,,,1
4191,95,21,15,11,11,1:15.352,,,0
4192,95,17,19,14,12,1:15.725,,,0
4193,95,44,7,17,13,1:15.859,,,0
4194,95,32,19,15,14,1:15.919,,,0
4195,95,43,7,16,15,1:16.169,,,0
4196,95,13,15,12,16,1:16.248,,,0
4197,95,2,17,18,17,1:16.488,,,0
4198,95,45,17,19,18,1:17.443,,,0
4199,95,47,18,21,19,1:20.060,,,0
4200,95,46,18,20,20,1:20.115,,,0
4201,96,30,6,1,1,1:28.351,,,1
4202,96,11,16,10,2,1:28.986,,,1
4203,96,15,4,7,3,1:29.135,,,1
4204,96,8,1,6,4,1:29.137,,,1
4205,96,18,16,9,5,1:29.245,,,1
4206,96,4,4,8,6,1:29.313,,,1
4207,96,22,6,2,7,1:29.353,,,1
4208,96,31,3,3,8,1:29.354,,,1
4209,96,23,3,4,9,1:29.459,,,1
4210,96,44,7,17,10,1:29.697,,,1
4211,96,43,7,16,11,1:29.706,,,0
4212,96,32,19,15,12,1:31.431,,,0
4213,96,2,17,18,13,1:31.604,,,0
4214,96,17,19,14,14,1:31.797,,,0
4215,96,45,17,19,15,1:31.979,,,0
4216,96,13,15,12,16,1:31.982,,,0
4217,96,47,18,21,17,1:34.398,,,0
4218,96,14,1,5,18,,,,0
4219,96,21,15,11,19,,,,0
4220,96,46,18,20,20,,,,0
4221,97,23,3,4,1,1:12.275,,,1
4222,97,18,16,9,2,1:12.341,,,1
4223,97,15,4,7,3,1:13.023,,,1
4224,97,31,3,3,4,1:13.072,,,1
4225,97,4,4,8,5,1:13.308,,,1
4226,97,30,6,1,6,1:13.355,,,1
4227,97,22,6,2,7,1:13.562,,,1
4228,97,8,1,6,8,1:13.595,,,1
4229,97,14,1,5,9,1:13.681,,,1
4230,97,32,19,15,10,1:14.532,,,1
4231,97,21,15,11,11,1:14.674,,,0
4232,97,43,7,16,12,1:14.851,,,0
4233,97,44,7,17,13,1:14.891,,,0
4234,97,17,19,14,14,1:15.148,,,0
4235,97,2,17,18,15,1:15.321,,,0
4236,97,10,17,19,16,1:16.323,,,0
4237,97,11,16,10,17,1:17.004,,,0
4238,97,47,18,21,18,1:17.064,,,0
4239,97,13,15,12,19,,,,0
4240,97,46,18,20,20,,,,0
4241,98,22,6,2,1,1:10.223,,,1
4242,98,30,6,1,2,1:10.400,,,1
4243,98,11,16,10,3,1:10.601,,,1
4244,98,18,16,9,4,1:10.820,,,1
4245,98,31,3,3,5,1:11.062,,,1
4246,98,23,3,4,6,1:11.106,,,1
4247,98,8,1,6,7,1:11.137,,,1
4248,98,44,7,17,8,1:11.167,,,1
4249,98,4,4,8,9,1:11.185,,,1
4250,98,17,19,14,10,1:11.286,,,1
4251,98,43,7,16,11,1:11.691,,,0
4252,98,14,1,5,12,1:12.026,,,0
4253,98,32,19,15,13,1:12.170,,,0
4254,98,21,15,11,14,1:12.470,,,0
4255,98,13,15,12,15,1:12.721,,,0
4256,98,2,17,18,16,1:13.147,,,0
4257,98,45,17,19,17,1:13.375,,,0
4258,98,46,18,20,18,1:14.010,,,0
4259,98,47,18,21,19,1:14.812,,,0
4260,98,15,4,7,20,,,,0
4261,99,4,4,8,1,1:13.698,,,1
4262,99,30,6,1,2,1:13.971,,,1
4263,99,14,1,5,3,1:13.987,,,1
4264,99,18,16,9,4,1:13.995,,,1
4265,99,15,4,7,5,1:14.070,,,1
4266,99,31,3,3,6,1:14.172,,,1
4267,99,11,16,10,7,1:14.240,,,1
4268,99,48,3,4,8,1:14.275,,,1
4269,99,8,1,6,9,1:14.346,,,1
4270,99,22,6,2,10,1:14.478,,,1
4271,99,43,7,16,11,1:14.553,,,0
4272,99,17,19,14,12,1:14.798,,,0
4273,99,32,19,15,13,1:15.065,,,0
4274,99,44,7,17,14,1:15.130,,,0
4275,99,21,15,11,15,1:16.177,,,0
4276,99,13,15,12,16,1:16.200,,,0
4277,99,2,17,18,17,1:16.807,,,0
4278,99,45,17,19,18,1:17.462,,,0
4279,99,46,18,20,19,1:17.913,,,0
4280,99,47,18,21,20,1:18.247,,,0
4281,100,8,1,6,1,1:18.233,,,1
4282,100,22,6,2,2,1:18.305,,,1
4283,100,18,16,9,3,1:18.580,,,1
4284,100,30,6,1,4,1:18.710,,,1
4285,100,15,4,7,5,1:18.715,,,1
4286,100,4,4,8,6,1:18.811,,,1
4287,100,14,1,5,7,1:19.148,,,1
4288,100,31,3,3,8,1:19.378,,,1
4289,100,11,16,10,9,1:19.688,,,1
4290,100,17,19,14,10,1:20.004,,,1
4291,100,13,15,12,11,1:20.202,,,0
4292,100,44,7,17,12,1:20.335,,,0
4293,100,48,3,4,13,1:20.335,,,0
4294,100,43,7,16,14,1:20.545,,,0
4295,100,32,19,15,15,1:21.559,,,0
4296,100,45,17,19,16,1:22.458,,,0
4297,100,2,17,18,17,1:22.677,,,0
4298,100,46,18,20,18,1:23.437,,,0
4299,100,47,18,21,19,1:24.117,,,0
4300,100,21,15,11,20,,,,0
4301,101,30,6,1,1,1:13.306,,,1
4302,101,31,3,3,2,1:13.668,,,1
4303,101,18,16,9,3,1:13.674,,,1
4304,101,8,1,6,4,1:13.690,,,1
4305,101,14,1,5,5,1:13.821,,,1
4306,101,4,4,8,6,1:13.874,,,1
4307,101,15,4,7,7,1:14.134,,,1
4308,101,22,6,2,8,1:14.278,,,1
4309,101,11,16,10,9,1:14.287,,,1
4310,101,44,7,17,10,1:14.368,,,1
4311,101,42,3,4,11,1:14.556,,,0
4312,101,17,19,14,12,1:14.802,,,0
4313,101,32,19,15,13,1:15.011,,,0
4314,101,21,15,11,14,1:15.395,,,0
4315,101,43,7,16,15,1:15.454,,,0
4316,101,13,15,12,16,1:15.616,,,0
4317,101,45,17,19,17,1:16.192,,,0
4318,101,2,17,18,18,1:16.310,,,0
4319,101,46,18,20,19,1:18.055,,,0
4320,101,47,18,21,20,1:18.400,,,0
4321,102,30,6,1,1,1:19.146,,,1
4322,102,22,6,2,2,1:19.323,,,1
4323,102,11,16,10,3,1:19.693,,,1
4324,102,18,16,9,4,1:19.700,,,1
4325,102,4,4,8,5,1:19.996,,,1
4326,102,42,3,4,6,1:20.170,,,1
4327,102,31,3,3,7,1:20.199,,,1
4328,102,21,15,11,8,1:20.324,,,1
4329,102,15,4,7,9,1:20.411,,,1
4330,102,8,1,6,10,1:20.570,,,1
4331,102,17,19,14,11,1:20.730,,,0
4332,102,14,1,5,12,1:20.897,,,0
4333,102,44,7,17,13,1:21.068,,,0
4334,102,32,19,15,14,1:21.118,,,0
4335,102,41,7,16,15,1:21.135,,,0
4336,102,2,17,18,16,1:22.180,,,0
4337,102,45,17,19,17,1:22.356,,,0
4338,102,47,18,21,18,1:24.329,,,0
4339,102,46,18,20,19,1:24.679,,,0
4340,102,13,15,12,20,,,,0
4341,103,15,4,7,1,1:56.232,,,1
4342,103,30,6,1,2,1:56.304,,,1
4343,103,4,4,8,3,1:56.686,,,1
4344,103,14,1,5,4,1:57.990,,,1
4345,103,21,15,11,5,1:58.040,,,1
4346,103,22,6,2,6,1:58.175,,,1
4347,103,17,19,14,7,1:58.729,,,1
4348,103,13,15,12,8,1:59.008,,,1
4349,103,44,7,17,9,1:59.552,,,1
4350,103,8,1,6,10,1:59.635,,,1
4351,103,31,3,3,11,1:59.681,,,0
4352,103,18,16,9,12,2:00.237,,,0
4353,103,32,19,15,13,2:01.246,,,0
4354,103,42,3,4,14,2:01.447,,,0
4355,103,11,16,10,15,2:01.813,,,0
4356,103,2,17,18,16,2:02.645,,,0
4357,103,46,18,20,17,2:02.651,,,0
4358,103,47,18,21,18,2:03.303,,,0
4359,103,45,17,19,19,2:03.833,,,0
4360,103,41,7,16,20,2:03.895,,,0
4361,105,22,6,2,1,1:34.012,,,1
4362,105,8,1,6,2,1:34.178,,,1
4363,105,18,16,9,3,1:34.295,,,1
4364,105,13,15,12,4,1:34.759,,,1
4365,105,23,3,4,5,1:34.891,,,1
4366,105,4,4,8,6,1:34.917,,,1
4367,105,21,15,11,7,1:34.951,,,1
4368,105,44,7,17,8,1:34.975,,,1
4369,105,11,16,10,9,1:34.993,,,1
4370,105,14,1,5,10,1:35.029,,,1
4371,105,31,3,3,11,1:35.245,,,0
4372,105,17,19,14,12,1:35.286,,,0
4373,105,35,4,7,13,1:35.384,,,0
4374,105,41,7,16,14,1:35.410,,,0
4375,105,2,17,18,15,1:36.507,,,0
4376,105,32,19,15,16,1:36.535,,,0
4377,105,10,17,19,17,1:37.140,,,0
4378,105,47,18,21,18,1:40.240,,,0
4379,105,46,18,20,19,,,,0
4380,105,30,6,1,20,,,,0
4381,106,30,6,1,1,1:33.542,,,1
4382,106,23,3,4,2,1:34.032,,,1
4383,106,17,19,14,3,1:34.571,,,1
4384,106,11,16,10,4,1:34.897,,,1
4385,106,18,16,9,5,1:35.157,,,1
4386,106,15,7,16,6,1:35.213,,,1
4387,106,21,15,11,7,1:36.136,,,1
4388,106,14,1,5,8,1:36.156,,,1
4389,106,35,4,7,9,1:36.274,,,1
4390,106,44,7,17,10,1:36.420,,,1
4391,106,4,4,8,11,1:36.663,,,0
4392,106,8,1,6,12,1:36.820,,,0
4393,106,31,3,3,13,1:37.653,,,0
4394,106,32,19,15,14,1:38.258,,,0
4395,106,22,6,2,15,1:38.637,,,0
4396,106,2,17,18,16,1:41.953,,,0
4397,106,10,17,19,17,1:43.533,,,0
4398,106,46,18,20,18,1:48.069,,,0
4399,106,47,18,21,19,,,,0
4400,106,13,15,12,20,,,,0
4401,107,22,6,2,1,1:10.646,,,1
4402,107,31,3,3,2,1:10.850,,,1
4403,107,8,1,6,3,1:10.892,,,1
4404,107,13,15,12,4,1:10.922,,,1
4405,107,18,16,9,5,1:11.092,,,1
4406,107,11,16,10,6,1:11.120,,,1
4407,107,23,3,4,7,1:11.131,,,1
4408,107,30,6,1,8,1:11.386,,,1
4409,107,4,4,8,9,1:11.454,,,1
4410,107,15,7,16,10,1:11.483,,,1
4411,107,21,15,11,11,1:11.571,,,0
4412,107,17,19,14,12,1:11.665,,,0
4413,107,14,1,5,13,1:11.750,,,0
4414,107,35,4,7,14,1:11.836,,,0
4415,107,41,7,17,15,1:11.974,,,0
4416,107,32,19,15,16,1:12.211,,,0
4417,107,2,17,18,17,1:12.829,,,0
4418,107,10,17,19,18,1:13.502,,,0
4419,107,47,18,21,19,1:13.550,,,0
4420,107,46,18,20,20,,,,0
4421,71,21,4,6,1,1:33.171,1:28.289,,1
4422,71,15,7,16,2,1:35.270,1:29.159,,1
4423,71,17,3,7,3,1:36.717,1:28.279,,1
4424,71,35,15,11,4,1:36.984,1:29.862,,1
4425,71,14,9,14,5,1:38.320,1:28.892,,1
4426,71,32,9,15,6,1:37.486,1:29.991,,1
4427,71,2,3,8,7,1:39.717,1:29.413,,1
4428,71,18,16,3,8,1:41.512,1:30.616,,1
4429,71,31,1,10,9,1:45.325,1:29.320,,1
4430,71,8,1,9,10,1:44.997,1:30.561,,1
4431,71,22,6,2,11,1:45.481,1:31.341,,0
4432,71,39,17,19,12,1:44.357,1:32.735,,0
4433,71,4,4,5,13,1:47.708,1:29.758,,0
4434,71,33,17,18,14,1:46.846,1:33.483,,0
4435,71,23,7,17,15,1:51.495,1:31.222,,0
4436,71,40,18,20,16,1:50.864,1:37.499,,0
4437,71,27,18,21,17,1:49.230,,,0
4438,71,30,6,1,18,1:57.931,,,0
4439,71,11,16,4,19,,,,0
4440,71,13,15,12,20,,,,0
4441,72,4,4,5,1,1:32.582,1:35.090,,1
4442,72,15,7,16,2,1:32.672,1:35.253,,1
4443,72,21,4,6,3,1:32.765,1:35.683,,1
4444,72,17,3,7,4,1:33.204,1:35.700,,1
4445,72,23,7,17,5,1:33.106,1:35.901,,1
4446,72,8,1,9,6,1:32.839,1:36.644,,1
4447,72,32,9,15,7,1:33.724,1:35.865,,1
4448,72,14,9,14,8,1:33.809,1:35.891,,1
4449,72,18,16,3,9,1:33.616,1:36.216,,1
4450,72,2,3,8,10,1:33.464,1:36.453,,1
4451,72,31,1,10,11,1:33.333,1:36.757,,0
4452,72,22,6,2,12,1:34.162,1:37.340,,0
4453,72,30,6,1,13,1:34.072,1:37.561,,0
4454,72,13,15,12,14,1:34.151,1:37.733,,0
4455,72,19,16,4,15,1:34.866,1:37.024,,0
4456,72,35,15,11,16,1:34.887,1:38.108,,0
4457,72,39,17,19,17,1:37.806,1:39.850,,0
4458,72,33,17,18,18,1:37.856,1:40.106,,0
4459,72,40,18,20,19,1:39.268,1:41.918,,0
4460,72,27,18,21,20,1:40.432,1:42.569,,0
4461,73,4,4,5,1,1:29.848,1:32.054,,1
4462,73,30,6,1,2,1:30.237,1:32.120,,1
4463,73,15,7,16,3,1:29.993,1:32.667,,1
4464,73,2,3,8,4,1:30.390,1:32.827,,1
4465,73,17,3,7,5,1:30.592,1:32.670,,1
4466,73,23,7,17,6,1:30.952,1:32.319,,1
4467,73,32,9,15,7,1:30.646,1:32.723,,1
4468,73,37,1,10,8,1:30.725,1:32.648,,1
4469,73,8,1,9,9,1:30.594,1:32.930,,1
4470,73,21,4,6,10,1:30.445,1:33.320,,1
4471,73,18,16,3,11,1:30.957,1:33.391,,0
4472,73,13,15,12,12,1:30.933,1:34.269,,0
4473,73,11,16,4,13,1:31.113,1:34.450,,0
4474,73,14,9,14,14,1:31.211,1:34.633,,0
4475,73,22,6,2,15,1:31.826,1:35.867,,0
4476,73,35,15,11,16,1:32.318,1:35.665,,0
4477,73,33,17,18,17,1:33.424,1:36.004,,0
4478,73,39,17,19,18,1:33.190,1:36.953,,0
4479,73,27,18,21,19,1:34.005,1:36.417,,0
4480,73,40,18,20,20,1:34.848,1:36.413,,0
4481,74,8,1,9,1,1:19.886,1:22.994,,1
4482,74,4,4,5,2,1:19.889,1:23.552,,1
4483,74,18,16,3,3,1:20.464,1:23.641,,1
4484,74,17,3,7,4,1:20.442,1:24.069,,1
4485,74,15,7,16,5,1:20.492,1:24.026,,1
4486,74,11,16,4,6,1:20.851,1:23.807,,1
4487,74,25,1,10,7,1:20.632,1:24.057,,1
4488,74,13,15,12,8,1:20.593,1:24.337,,1
4489,74,2,3,8,9,1:20.807,1:24.389,,1
4490,74,22,6,2,10,1:20.892,1:24.351,,1
4491,74,23,7,17,11,1:20.994,1:24.422,,0
4492,74,35,15,11,12,1:20.999,1:25.260,,0
4493,74,21,4,6,13,1:21.708,1:25.002,,0
4494,74,30,6,1,14,1:20.260,1:26.984,,0
4495,74,14,9,14,15,1:21.632,1:26.438,,0
4496,74,24,9,15,16,1:21.804,1:26.351,,0
4497,74,39,17,19,17,1:23.123,1:28.976,,0
4498,74,33,17,18,18,1:25.100,1:29.152,,0
4499,74,40,18,20,19,1:26.484,1:30.564,,0
4500,74,27,18,21,20,1:25.921,,,0
4501,75,8,1,9,1,1:14.819,1:16.602,,1
4502,75,17,3,7,2,1:15.042,1:16.626,,1
4503,75,4,4,5,3,1:14.811,1:16.880,,1
4504,75,23,7,17,4,1:14.870,1:17.047,,1
4505,75,15,7,16,5,1:14.795,1:17.200,,1
4506,75,21,4,6,6,1:15.601,1:17.229,,1
4507,75,31,1,10,7,1:15.902,1:17.570,,1
4508,75,30,6,1,8,1:15.398,1:18.153,,1
4509,75,14,9,14,9,1:15.795,1:18.373,,1
4510,75,13,15,12,10,1:15.863,1:18.361,,1
4511,75,24,9,15,11,1:16.288,1:19.014,,0
4512,75,35,15,11,12,1:16.794,1:19.686,,0
4513,75,39,17,19,13,1:18.557,1:20.711,,0
4514,75,33,17,18,14,1:19.040,1:20.903,,0
4515,75,27,18,21,15,1:19.563,1:21.578,,0
4516,75,40,18,20,16,1:20.306,1:22.453,,0
4517,75,2,3,8,17,1:15.038,,,0
4518,75,22,6,2,18,1:15.746,,,0
4519,76,8,1,9,1,1:13.644,1:16.681,,1
4520,76,4,4,5,2,1:14.125,1:16.281,,1
4521,76,17,3,7,3,1:14.584,1:17.072,,1
4522,76,21,4,6,4,1:14.783,1:17.317,,1
4523,76,15,7,16,5,1:15.189,1:17.401,,1
4524,76,2,3,8,6,1:15.128,1:17.755,,1
4525,76,14,9,14,7,1:15.329,1:18.538,,1
4526,76,30,6,1,8,1:16.186,1:18.550,,1
4527,76,35,15,11,9,1:15.921,1:19.015,,1
4528,76,22,6,2,10,1:16.142,1:18.841,,1
4529,76,13,15,12,11,1:16.218,1:18.902,,0
4530,76,24,9,15,12,1:16.817,1:20.335,,0
4531,76,40,18,20,13,1:18.574,1:22.236,,0
4532,76,27,18,21,14,1:19.229,1:22.977,,0
4533,76,33,17,18,15,1:19.408,1:23.670,,0
4534,76,31,1,10,16,1:14.858,,,0
4535,76,39,17,19,17,1:19.474,1:23.948,,0
4536,76,23,7,17,18,,,,0
4537,841,20,9,1,1,1:25.296,1:24.090,1:23.529,1
4538,841,1,1,3,2,1:25.384,1:24.595,1:24.307,1
4539,841,17,9,2,3,1:25.900,1:24.658,1:24.395,1
4540,841,18,1,4,4,1:25.886,1:24.957,1:24.779,1
4541,841,4,6,5,5,1:25.707,1:25.242,1:24.974,1
4542,841,808,4,10,6,1:25.543,1:25.582,1:25.247,1
4543,841,3,131,8,7,1:25.856,1:25.606,1:25.421,1
4544,841,13,6,6,8,1:26.031,1:25.611,1:25.599,1
4545,841,155,15,16,9,1:25.717,1:25.405,1:25.626,1
4546,841,67,5,18,10,1:26.232,1:25.882,1:27.066,1
4547,841,30,131,7,11,1:25.962,1:25.971,,0
4548,841,153,5,19,12,1:26.620,1:26.103,,0
4549,841,815,15,17,13,1:25.812,1:26.108,,0
4550,841,814,10,15,14,1:27.222,1:26.739,,0
4551,841,813,3,12,15,1:26.298,1:26.768,,0
